ligand,receptor,type,species
Sdcbp,Sdk1,LR,Mouse
Svbp,Sdk1,LR,Mouse
Tulp1,Sdk1,LR,Mouse
Vasn,Sdk1,LR,Mouse
Vstm2a,Sdk1,LR,Mouse
Vwa1,Sdk1,LR,Mouse
Vwc2,Sdk1,LR,Mouse
Nrg2,Sdk1,R,Mouse
Ereg,Sdk1,R,Mouse
Sema3e,Sdk1,R,Mouse
Dhh,Sdk1,R,Mouse
Efna2,Sdk1,R,Mouse
Fgf17,Sdk1,R,Mouse
Fgf18,Sdk1,R,Mouse
Farp2,Sdk1,R,Mouse
Sema3d,Sdk1,R,Mouse
Sema4f,Sdk1,R,Mouse
Tgfa,Sdk1,R,Mouse
Pdgfa,Sdk1,R,Mouse
Dcn,Sdk1,R,Mouse
Areg,Sdk1,R,Mouse
Fst,Sdk1,R,Mouse
Btc,Sdk1,R,Mouse
Lum,Sdk1,R,Mouse
Efna3,Sdk1,R,Mouse
Efna5,Sdk1,R,Mouse
Mfap2,Sdk1,R,Mouse
Fgf8,Sdk1,R,Mouse
Efnb1,Sdk1,R,Mouse
Nrg1,Sdk1,R,Mouse
Efemp1,Sdk1,R,Mouse
Sema3b,Sdk1,R,Mouse
Sema3f,Sdk1,R,Mouse
Sema3a,Sdk1,R,Mouse
Ihh,Sdk1,R,Mouse
Rspo4,Sdk1,R,Mouse
Rspo1,Sdk1,R,Mouse
Rgmb,Sdk1,R,Mouse
Rspo2,Sdk1,R,Mouse
Dlk2,Sdk1,R,Mouse
Rgma,Sdk1,R,Mouse
Bcan,Sdk1,R,Mouse
Lrig1,Sdk1,R,Mouse
Hbegf,Sdk1,R,Mouse
Jam3,Sdk1,R,Mouse
Rspo3,Sdk1,R,Mouse
Pdgfd,Sdk1,R,Mouse
Pdgfc,Sdk1,R,Mouse
Sema3g,Sdk1,R,Mouse
Dll3,Sdk1,R,Mouse
Chad,Sdk1,R,Mouse
Timp2,Sdk1,R,Mouse
Lama5,Sdk1,R,Mouse
Lamb2,Sdk1,R,Mouse
Dlk1,Sdk1,R,Mouse
Jag2,Sdk1,R,Mouse
Lamc3,Sdk1,R,Mouse
Dll1,Sdk1,R,Mouse
Dscam,Sdk1,R,Mouse
Lrig2,Sdk1,R,Mouse
Lama2,Sdk1,R,Mouse
Lama1,Sdk1,R,Mouse
Lama3,Sdk1,R,Mouse
Draxin,Sdk1,R,Mouse
Sema3c,Sdk1,R,Mouse
Sema4a,Sdk1,R,Mouse
Dll4,Sdk1,R,Mouse
Adpgk,Ramp3,L,Mouse
Amtn,Ramp3,L,Mouse
Apoa5,Ramp3,L,Mouse
1700029I15Rik,Ramp3,L,Mouse
Gm525,Ramp3,L,Mouse
Gm94,Ramp3,L,Mouse
2300002M23Rik,Ramp3,L,Mouse
Cartpt,Ramp3,L,Mouse
Ccdc3,Ramp3,L,Mouse
Ccer2,Ramp3,L,Mouse
Chga,Ramp3,L,Mouse
Chgb,Ramp3,L,Mouse
Clpsl2,Ramp3,L,Mouse
Creg2,Ramp3,L,Mouse
Csn1s1,Ramp3,L,Mouse
Csn2,Ramp3,L,Mouse
Cst11,Ramp3,L,Mouse
Cst6,Ramp3,L,Mouse
Cst8,Ramp3,L,Mouse
Cstl1,Ramp3,L,Mouse
Dand5,Ramp3,L,Mouse
Defb13,Ramp3,L,Mouse
Defb48,Ramp3,L,Mouse
Defb18,Ramp3,L,Mouse
Defb29,Ramp3,L,Mouse
Defb19,Ramp3,L,Mouse
Defb22,Ramp3,L,Mouse
Defb23,Ramp3,L,Mouse
Defb43,Ramp3,L,Mouse
Defb22,Ramp3,L,Mouse
Defb30,Ramp3,L,Mouse
Defb42,Ramp3,L,Mouse
Dkkl1,Ramp3,L,Mouse
Ecrg4,Ramp3,L,Mouse
Fgfbp3,Ramp3,L,Mouse
Gphb5,Ramp3,L,Mouse
Grem2,Ramp3,L,Mouse
Hamp,Ramp3,L,Mouse
Ifi30,Ramp3,L,Mouse
Insl6,Ramp3,L,Mouse
Krtdap,Ramp3,L,Mouse
Lalba,Ramp3,L,Mouse
Leap2,Ramp3,L,Mouse
Ly6g5b,Ramp3,L,Mouse
Ly6k,Ramp3,L,Mouse
Lyzl1,Ramp3,L,Mouse
Lyzl1,Ramp3,L,Mouse
Lyzl6,Ramp3,L,Mouse
Mgp,Ramp3,L,Mouse
Nbl1,Ramp3,L,Mouse
Odam,Ramp3,L,Mouse
Pate1,Ramp3,L,Mouse
Pate2,Ramp3,L,Mouse
Pate3,Ramp3,L,Mouse
Pate4,Ramp3,L,Mouse
Plac9,Ramp3,L,Mouse
Prap1,Ramp3,L,Mouse
Prg2,Ramp3,L,Mouse
Scg2,Ramp3,L,Mouse
Scg3,Ramp3,L,Mouse
Scgb1c1,Ramp3,L,Mouse
Scgb1c1,Ramp3,L,Mouse
Scgb2a2,Ramp3,L,Mouse
Scrg1,Ramp3,L,Mouse
Sfrp4,Ramp3,L,Mouse
Spaca5,Ramp3,L,Mouse
Spag11b,Ramp3,L,Mouse
Spag11b,Ramp3,L,Mouse
Spink13,Ramp3,L,Mouse
Spink14,Ramp3,L,Mouse
Spink4,Ramp3,L,Mouse
Spink7,Ramp3,L,Mouse
Spink8,Ramp3,L,Mouse
Spint3,Ramp3,L,Mouse
Srgn,Ramp3,L,Mouse
Timp4,Ramp3,L,Mouse
Ucma,Ramp3,L,Mouse
Vash1,Ramp3,L,Mouse
Vash2,Ramp3,L,Mouse
Wfdc10,Ramp3,L,Mouse
Wfdc11,Ramp3,L,Mouse
Wfdc13,Ramp3,L,Mouse
Wfdc9,Ramp3,L,Mouse
Adpgk,Chrm2,LR,Mouse
Amtn,Chrm2,LR,Mouse
Gm525,Chrm2,LR,Mouse
Gm94,Chrm2,LR,Mouse
Csn1s1,Chrm2,LR,Mouse
Csn2,Chrm2,LR,Mouse
Cst8,Chrm2,LR,Mouse
Cstl1,Chrm2,LR,Mouse
Defb13,Chrm2,LR,Mouse
Defb48,Chrm2,LR,Mouse
Defb22,Chrm2,LR,Mouse
Dkkl1,Chrm2,LR,Mouse
Ecrg4,Chrm2,LR,Mouse
Hamp,Chrm2,LR,Mouse
Hdgf,Chrm2,LR,Mouse
Ifi30,Chrm2,LR,Mouse
Krtdap,Chrm2,LR,Mouse
Lad1,Chrm2,LR,Mouse
Lalba,Chrm2,LR,Mouse
Leap2,Chrm2,LR,Mouse
Lyzl1,Chrm2,LR,Mouse
Lyzl6,Chrm2,LR,Mouse
Mapt,Chrm2,LR,Mouse
Odam,Chrm2,LR,Mouse
Pate2,Chrm2,LR,Mouse
Pate3,Chrm2,LR,Mouse
Pate4,Chrm2,LR,Mouse
Pdzd11,Chrm2,LR,Mouse
Prap1,Chrm2,LR,Mouse
Prr27,Chrm2,LR,Mouse
Scg2,Chrm2,LR,Mouse
Scg3,Chrm2,LR,Mouse
Scgb1c1,Chrm2,LR,Mouse
Scgb1c1,Chrm2,LR,Mouse
Scgb2a2,Chrm2,LR,Mouse
Sdcbp,Chrm2,LR,Mouse
Spaca5,Chrm2,LR,Mouse
Spink14,Chrm2,LR,Mouse
Spink4,Chrm2,LR,Mouse
Svbp,Chrm2,LR,Mouse
Ucma,Chrm2,LR,Mouse
Wfdc13,Chrm2,LR,Mouse
Wfdc9,Chrm2,LR,Mouse
Ybx1,Chrm2,LR,Mouse
Cort,Chrm2,R,Mouse
Nppa,Chrm2,R,Mouse
Pomc,Chrm2,R,Mouse
Penk,Chrm2,R,Mouse
Pdyn,Chrm2,R,Mouse
Calca,Chrm2,R,Mouse
Pth,Chrm2,R,Mouse
Gcg,Chrm2,R,Mouse
Vip,Chrm2,R,Mouse
Crh,Chrm2,R,Mouse
Gip,Chrm2,R,Mouse
Sct,Chrm2,R,Mouse
Nps,Chrm2,R,Mouse
Calcb,Chrm2,R,Mouse
Iapp,Chrm2,R,Mouse
Nppb,Chrm2,R,Mouse
Adcyap1,Chrm2,R,Mouse
Tac1,Chrm2,R,Mouse
Pmch,Chrm2,R,Mouse
Gal,Chrm2,R,Mouse
Nppc,Chrm2,R,Mouse
Nmu,Chrm2,R,Mouse
Sst,Chrm2,R,Mouse
Cxcl9,Chrm2,R,Mouse
Pnoc,Chrm2,R,Mouse
Nms,Chrm2,R,Mouse
Tac4,Chrm2,R,Mouse
Npw,Chrm2,R,Mouse
Rln3,Chrm2,R,Mouse
Pth2,Chrm2,R,Mouse
Tac2,Chrm2,R,Mouse
Hebp1,Chrm2,R,Mouse
Ppbp,Chrm2,R,Mouse
Cxcl12,Chrm2,R,Mouse
Cxcl5,Chrm2,R,Mouse
Ucn3,Chrm2,R,Mouse
Ucn2,Chrm2,R,Mouse
Ccl28,Chrm2,R,Mouse
Adpgk,Grm2,LR,Mouse
Amtn,Grm2,LR,Mouse
Apoa5,Grm2,LR,Mouse
1700029I15Rik,Grm2,LR,Mouse
Gm525,Grm2,LR,Mouse
Gm94,Grm2,LR,Mouse
2300002M23Rik,Grm2,LR,Mouse
Cartpt,Grm2,LR,Mouse
Ccdc3,Grm2,LR,Mouse
Ccer2,Grm2,LR,Mouse
Cdsn,Grm2,LR,Mouse
Chga,Grm2,LR,Mouse
Chgb,Grm2,LR,Mouse
Clpsl2,Grm2,LR,Mouse
Creg2,Grm2,LR,Mouse
Csn1s1,Grm2,LR,Mouse
Csn2,Grm2,LR,Mouse
Cst11,Grm2,LR,Mouse
Cst6,Grm2,LR,Mouse
Cst8,Grm2,LR,Mouse
Cstl1,Grm2,LR,Mouse
Dand5,Grm2,LR,Mouse
Defb48,Grm2,LR,Mouse
Defb23,Grm2,LR,Mouse
Dkkl1,Grm2,LR,Mouse
Ecrg4,Grm2,LR,Mouse
Fgfbp3,Grm2,LR,Mouse
Gphb5,Grm2,LR,Mouse
Hamp,Grm2,LR,Mouse
Hdgf,Grm2,LR,Mouse
Ifi30,Grm2,LR,Mouse
Krtdap,Grm2,LR,Mouse
Lad1,Grm2,LR,Mouse
Lalba,Grm2,LR,Mouse
Leap2,Grm2,LR,Mouse
Ly6g5b,Grm2,LR,Mouse
Ly6k,Grm2,LR,Mouse
Lyzl1,Grm2,LR,Mouse
Lyzl1,Grm2,LR,Mouse
Lyzl6,Grm2,LR,Mouse
Mapt,Grm2,LR,Mouse
Mgp,Grm2,LR,Mouse
Nbl1,Grm2,LR,Mouse
Odam,Grm2,LR,Mouse
Pate1,Grm2,LR,Mouse
Pate2,Grm2,LR,Mouse
Pate3,Grm2,LR,Mouse
Pate4,Grm2,LR,Mouse
Pdzd11,Grm2,LR,Mouse
Plac9,Grm2,LR,Mouse
Prap1,Grm2,LR,Mouse
Prg2,Grm2,LR,Mouse
Prr27,Grm2,LR,Mouse
Scg2,Grm2,LR,Mouse
Scg3,Grm2,LR,Mouse
Scgb1c1,Grm2,LR,Mouse
Scgb1c1,Grm2,LR,Mouse
Scgb2a2,Grm2,LR,Mouse
Sdcbp,Grm2,LR,Mouse
Sfrp4,Grm2,LR,Mouse
Spaca5,Grm2,LR,Mouse
Spag11b,Grm2,LR,Mouse
Spag11b,Grm2,LR,Mouse
Spink13,Grm2,LR,Mouse
Spink14,Grm2,LR,Mouse
Spink4,Grm2,LR,Mouse
Spink8,Grm2,LR,Mouse
Spint3,Grm2,LR,Mouse
Srgn,Grm2,LR,Mouse
Svbp,Grm2,LR,Mouse
Timp4,Grm2,LR,Mouse
Ucma,Grm2,LR,Mouse
Wfdc10,Grm2,LR,Mouse
Wfdc13,Grm2,LR,Mouse
Wfdc9,Grm2,LR,Mouse
Ybx1,Grm2,LR,Mouse
Wnt9b,Grm2,R,Mouse
Sostdc1,Grm2,R,Mouse
Sost,Grm2,R,Mouse
Cort,Grm2,R,Mouse
Nppa,Grm2,R,Mouse
Pomc,Grm2,R,Mouse
Penk,Grm2,R,Mouse
Pdyn,Grm2,R,Mouse
Calca,Grm2,R,Mouse
Pth,Grm2,R,Mouse
Gcg,Grm2,R,Mouse
Vip,Grm2,R,Mouse
Crh,Grm2,R,Mouse
Gip,Grm2,R,Mouse
Sct,Grm2,R,Mouse
Nps,Grm2,R,Mouse
Calcb,Grm2,R,Mouse
Nppb,Grm2,R,Mouse
Adcyap1,Grm2,R,Mouse
Tac1,Grm2,R,Mouse
Pmch,Grm2,R,Mouse
Gal,Grm2,R,Mouse
Nppc,Grm2,R,Mouse
Nmu,Grm2,R,Mouse
Sst,Grm2,R,Mouse
Cxcl9,Grm2,R,Mouse
Pnoc,Grm2,R,Mouse
Tac4,Grm2,R,Mouse
Npw,Grm2,R,Mouse
Rln3,Grm2,R,Mouse
Pth2,Grm2,R,Mouse
Tac2,Grm2,R,Mouse
Ppy,Grm2,R,Mouse
Npy,Grm2,R,Mouse
Npb,Grm2,R,Mouse
Avp,Grm2,R,Mouse
Tshb,Grm2,R,Mouse
Apoa1,Grm2,R,Mouse
Apoa4,Grm2,R,Mouse
Edn3,Grm2,R,Mouse
Edn2,Grm2,R,Mouse
Hebp1,Grm2,R,Mouse
Cxcl5,Grm2,R,Mouse
Ucn3,Grm2,R,Mouse
Ucn2,Grm2,R,Mouse
Ccl28,Grm2,R,Mouse
Insl3,Grm2,R,Mouse
Pltp,Grm2,R,Mouse
Rims2,Grm2,R,Mouse
Adpgk,P2ry1,LR,Mouse
Ambn,P2ry1,LR,Mouse
Amtn,P2ry1,LR,Mouse
Apoa5,P2ry1,LR,Mouse
Gm525,P2ry1,LR,Mouse
Gm94,P2ry1,LR,Mouse
2300002M23Rik,P2ry1,LR,Mouse
Cartpt,P2ry1,LR,Mouse
Cdsn,P2ry1,LR,Mouse
Chgb,P2ry1,LR,Mouse
Clpsl2,P2ry1,LR,Mouse
Creg1,P2ry1,LR,Mouse
Csn1s1,P2ry1,LR,Mouse
Csn2,P2ry1,LR,Mouse
Csn3,P2ry1,LR,Mouse
Cst11,P2ry1,LR,Mouse
Cst6,P2ry1,LR,Mouse
Cst8,P2ry1,LR,Mouse
Cstl1,P2ry1,LR,Mouse
Defb13,P2ry1,LR,Mouse
Defb48,P2ry1,LR,Mouse
Defb18,P2ry1,LR,Mouse
Defb29,P2ry1,LR,Mouse
Defb19,P2ry1,LR,Mouse
Defb22,P2ry1,LR,Mouse
Defb23,P2ry1,LR,Mouse
Defb43,P2ry1,LR,Mouse
Defb22,P2ry1,LR,Mouse
Defb30,P2ry1,LR,Mouse
Defb42,P2ry1,LR,Mouse
Dkkl1,P2ry1,LR,Mouse
Ecrg4,P2ry1,LR,Mouse
Ggh,P2ry1,LR,Mouse
Gkn2,P2ry1,LR,Mouse
Hamp,P2ry1,LR,Mouse
Ifi30,P2ry1,LR,Mouse
Insl6,P2ry1,LR,Mouse
Jchain,P2ry1,LR,Mouse
Krtdap,P2ry1,LR,Mouse
Lalba,P2ry1,LR,Mouse
Leap2,P2ry1,LR,Mouse
Ly6g5b,P2ry1,LR,Mouse
Ly6k,P2ry1,LR,Mouse
Lyzl1,P2ry1,LR,Mouse
Lyzl1,P2ry1,LR,Mouse
Lyzl6,P2ry1,LR,Mouse
Mgp,P2ry1,LR,Mouse
Odam,P2ry1,LR,Mouse
Pate1,P2ry1,LR,Mouse
Pate2,P2ry1,LR,Mouse
Pate3,P2ry1,LR,Mouse
Pate4,P2ry1,LR,Mouse
Prap1,P2ry1,LR,Mouse
Prg2,P2ry1,LR,Mouse
Prr27,P2ry1,LR,Mouse
Scg2,P2ry1,LR,Mouse
Scg3,P2ry1,LR,Mouse
Scgb1c1,P2ry1,LR,Mouse
Scgb1c1,P2ry1,LR,Mouse
Scgb2a2,P2ry1,LR,Mouse
Scrg1,P2ry1,LR,Mouse
Smim20,P2ry1,LR,Mouse
Spaca5,P2ry1,LR,Mouse
Spag11b,P2ry1,LR,Mouse
Spag11b,P2ry1,LR,Mouse
Spink13,P2ry1,LR,Mouse
Spink14,P2ry1,LR,Mouse
Spink4,P2ry1,LR,Mouse
Spink7,P2ry1,LR,Mouse
Spink8,P2ry1,LR,Mouse
Spint3,P2ry1,LR,Mouse
Srgn,P2ry1,LR,Mouse
Svbp,P2ry1,LR,Mouse
Them6,P2ry1,LR,Mouse
Thnsl2,P2ry1,LR,Mouse
Ucma,P2ry1,LR,Mouse
Wfdc10,P2ry1,LR,Mouse
Wfdc11,P2ry1,LR,Mouse
Wfdc13,P2ry1,LR,Mouse
Wfdc9,P2ry1,LR,Mouse
Cort,P2ry1,R,Mouse
Nppa,P2ry1,R,Mouse
Pomc,P2ry1,R,Mouse
Penk,P2ry1,R,Mouse
Pdyn,P2ry1,R,Mouse
Calca,P2ry1,R,Mouse
Pth,P2ry1,R,Mouse
Gcg,P2ry1,R,Mouse
Vip,P2ry1,R,Mouse
Crh,P2ry1,R,Mouse
Gip,P2ry1,R,Mouse
Sct,P2ry1,R,Mouse
Nps,P2ry1,R,Mouse
Calcb,P2ry1,R,Mouse
Iapp,P2ry1,R,Mouse
Nppb,P2ry1,R,Mouse
Adcyap1,P2ry1,R,Mouse
Tac1,P2ry1,R,Mouse
Pmch,P2ry1,R,Mouse
Gal,P2ry1,R,Mouse
Nppc,P2ry1,R,Mouse
Nmu,P2ry1,R,Mouse
Sst,P2ry1,R,Mouse
Cxcl9,P2ry1,R,Mouse
Pnoc,P2ry1,R,Mouse
Nms,P2ry1,R,Mouse
Tac4,P2ry1,R,Mouse
Npw,P2ry1,R,Mouse
Rln3,P2ry1,R,Mouse
Pth2,P2ry1,R,Mouse
Tac2,P2ry1,R,Mouse
Ppy,P2ry1,R,Mouse
Npy,P2ry1,R,Mouse
Npb,P2ry1,R,Mouse
Avp,P2ry1,R,Mouse
Cga,P2ry1,R,Mouse
Tshb,P2ry1,R,Mouse
Defb14,P2ry1,R,Mouse
Defb14,P2ry1,R,Mouse
Hebp1,P2ry1,R,Mouse
Ppbp,P2ry1,R,Mouse
Cxcl12,P2ry1,R,Mouse
Cxcl5,P2ry1,R,Mouse
Ucn3,P2ry1,R,Mouse
Ucn2,P2ry1,R,Mouse
Ccl28,P2ry1,R,Mouse
Cxcl13,P2ry1,R,Mouse
Cxcl10,P2ry1,R,Mouse
Ccl20,P2ry1,R,Mouse
Ghrh,P2ry1,R,Mouse
Ccl24,P2ry1,R,Mouse
Rln1,P2ry1,R,Mouse
Ccl2,P2ry1,R,Mouse
Ccl11,P2ry1,R,Mouse
Ccl19,P2ry1,R,Mouse
Insl5,P2ry1,R,Mouse
Ccl3,P2ry1,R,Mouse
Ccl3,P2ry1,R,Mouse
Ccl3,P2ry1,R,Mouse
Ccl22,P2ry1,R,Mouse
Ccl4,P2ry1,R,Mouse
Adm,P2ry1,R,Mouse
Ccl7,P2ry1,R,Mouse
Ccl17,P2ry1,R,Mouse
Apln,P2ry1,R,Mouse
Adpgk,P2ry4,LR,Mouse
Ambn,P2ry4,LR,Mouse
Amtn,P2ry4,LR,Mouse
Apoa5,P2ry4,LR,Mouse
1700029I15Rik,P2ry4,LR,Mouse
Gm525,P2ry4,LR,Mouse
Gm94,P2ry4,LR,Mouse
2300002M23Rik,P2ry4,LR,Mouse
Cartpt,P2ry4,LR,Mouse
Cdsn,P2ry4,LR,Mouse
Chga,P2ry4,LR,Mouse
Chgb,P2ry4,LR,Mouse
Clpsl2,P2ry4,LR,Mouse
Creg1,P2ry4,LR,Mouse
Csn1s1,P2ry4,LR,Mouse
Csn2,P2ry4,LR,Mouse
Csn3,P2ry4,LR,Mouse
Cst11,P2ry4,LR,Mouse
Cst6,P2ry4,LR,Mouse
Cst8,P2ry4,LR,Mouse
Cstl1,P2ry4,LR,Mouse
Defb13,P2ry4,LR,Mouse
Defb48,P2ry4,LR,Mouse
Defb18,P2ry4,LR,Mouse
Defb29,P2ry4,LR,Mouse
Defb19,P2ry4,LR,Mouse
Defb22,P2ry4,LR,Mouse
Defb23,P2ry4,LR,Mouse
Defb43,P2ry4,LR,Mouse
Defb22,P2ry4,LR,Mouse
Defb30,P2ry4,LR,Mouse
Defb42,P2ry4,LR,Mouse
Dkkl1,P2ry4,LR,Mouse
Ecrg4,P2ry4,LR,Mouse
Ggh,P2ry4,LR,Mouse
Gkn2,P2ry4,LR,Mouse
Hamp,P2ry4,LR,Mouse
Ifi30,P2ry4,LR,Mouse
Insl6,P2ry4,LR,Mouse
Jchain,P2ry4,LR,Mouse
Krtdap,P2ry4,LR,Mouse
Lalba,P2ry4,LR,Mouse
Leap2,P2ry4,LR,Mouse
Ly6g5b,P2ry4,LR,Mouse
Ly6k,P2ry4,LR,Mouse
Lyzl1,P2ry4,LR,Mouse
Lyzl1,P2ry4,LR,Mouse
Lyzl6,P2ry4,LR,Mouse
Mgp,P2ry4,LR,Mouse
Odam,P2ry4,LR,Mouse
Pate1,P2ry4,LR,Mouse
Pate2,P2ry4,LR,Mouse
Pate3,P2ry4,LR,Mouse
Pate4,P2ry4,LR,Mouse
Ppt1,P2ry4,LR,Mouse
Prap1,P2ry4,LR,Mouse
Prg2,P2ry4,LR,Mouse
Prr27,P2ry4,LR,Mouse
Scg2,P2ry4,LR,Mouse
Scgb1c1,P2ry4,LR,Mouse
Scgb1c1,P2ry4,LR,Mouse
Scgb2a2,P2ry4,LR,Mouse
Scrg1,P2ry4,LR,Mouse
Spaca5,P2ry4,LR,Mouse
Spag11b,P2ry4,LR,Mouse
Spag11b,P2ry4,LR,Mouse
Spink13,P2ry4,LR,Mouse
Spink14,P2ry4,LR,Mouse
Spink4,P2ry4,LR,Mouse
Spink7,P2ry4,LR,Mouse
Spink8,P2ry4,LR,Mouse
Spint3,P2ry4,LR,Mouse
Srgn,P2ry4,LR,Mouse
Them6,P2ry4,LR,Mouse
Thnsl2,P2ry4,LR,Mouse
Timp4,P2ry4,LR,Mouse
Ucma,P2ry4,LR,Mouse
Wfdc10,P2ry4,LR,Mouse
Wfdc11,P2ry4,LR,Mouse
Wfdc13,P2ry4,LR,Mouse
Wfdc9,P2ry4,LR,Mouse
Cort,P2ry4,R,Mouse
Nppa,P2ry4,R,Mouse
Pomc,P2ry4,R,Mouse
Penk,P2ry4,R,Mouse
Pdyn,P2ry4,R,Mouse
Calca,P2ry4,R,Mouse
Pth,P2ry4,R,Mouse
Gcg,P2ry4,R,Mouse
Vip,P2ry4,R,Mouse
Crh,P2ry4,R,Mouse
Gip,P2ry4,R,Mouse
Sct,P2ry4,R,Mouse
Nps,P2ry4,R,Mouse
Calcb,P2ry4,R,Mouse
Iapp,P2ry4,R,Mouse
Nppb,P2ry4,R,Mouse
Adcyap1,P2ry4,R,Mouse
Tac1,P2ry4,R,Mouse
Pmch,P2ry4,R,Mouse
Gal,P2ry4,R,Mouse
Nppc,P2ry4,R,Mouse
Nmu,P2ry4,R,Mouse
Sst,P2ry4,R,Mouse
Cxcl9,P2ry4,R,Mouse
Pnoc,P2ry4,R,Mouse
Nms,P2ry4,R,Mouse
Tac4,P2ry4,R,Mouse
Npw,P2ry4,R,Mouse
Rln3,P2ry4,R,Mouse
Pth2,P2ry4,R,Mouse
Tac2,P2ry4,R,Mouse
Ppy,P2ry4,R,Mouse
Npy,P2ry4,R,Mouse
Npb,P2ry4,R,Mouse
Avp,P2ry4,R,Mouse
Cga,P2ry4,R,Mouse
Tshb,P2ry4,R,Mouse
Defb14,P2ry4,R,Mouse
Defb14,P2ry4,R,Mouse
Hebp1,P2ry4,R,Mouse
Ppbp,P2ry4,R,Mouse
Cxcl12,P2ry4,R,Mouse
Cxcl5,P2ry4,R,Mouse
Ucn3,P2ry4,R,Mouse
Ucn2,P2ry4,R,Mouse
Ccl28,P2ry4,R,Mouse
Cxcl13,P2ry4,R,Mouse
Cxcl10,P2ry4,R,Mouse
Ccl20,P2ry4,R,Mouse
Ghrh,P2ry4,R,Mouse
Ccl24,P2ry4,R,Mouse
Rln1,P2ry4,R,Mouse
Ccl2,P2ry4,R,Mouse
Ccl11,P2ry4,R,Mouse
Ccl19,P2ry4,R,Mouse
Insl5,P2ry4,R,Mouse
Ccl3,P2ry4,R,Mouse
Ccl3,P2ry4,R,Mouse
Ccl3,P2ry4,R,Mouse
Ccl22,P2ry4,R,Mouse
Fshb,P2ry4,R,Mouse
Ccl4,P2ry4,R,Mouse
Adm,P2ry4,R,Mouse
Insl3,P2ry4,R,Mouse
Ccl7,P2ry4,R,Mouse
Ccl17,P2ry4,R,Mouse
Adpgk,S1pr2,LR,Mouse
Amtn,S1pr2,LR,Mouse
Gm94,S1pr2,LR,Mouse
Cartpt,S1pr2,LR,Mouse
Clpsl2,S1pr2,LR,Mouse
Creg2,S1pr2,LR,Mouse
Csn1s1,S1pr2,LR,Mouse
Csn2,S1pr2,LR,Mouse
Cst11,S1pr2,LR,Mouse
Cst6,S1pr2,LR,Mouse
Cst8,S1pr2,LR,Mouse
Cstl1,S1pr2,LR,Mouse
Dand5,S1pr2,LR,Mouse
Defb13,S1pr2,LR,Mouse
Defb48,S1pr2,LR,Mouse
Defb19,S1pr2,LR,Mouse
Defb22,S1pr2,LR,Mouse
Defb23,S1pr2,LR,Mouse
Defb22,S1pr2,LR,Mouse
Dkkl1,S1pr2,LR,Mouse
Ecrg4,S1pr2,LR,Mouse
Gphb5,S1pr2,LR,Mouse
Hamp,S1pr2,LR,Mouse
Hdgf,S1pr2,LR,Mouse
Ifi30,S1pr2,LR,Mouse
Krtdap,S1pr2,LR,Mouse
Lad1,S1pr2,LR,Mouse
Lalba,S1pr2,LR,Mouse
Leap2,S1pr2,LR,Mouse
Ly6g5b,S1pr2,LR,Mouse
Ly6k,S1pr2,LR,Mouse
Lyzl1,S1pr2,LR,Mouse
Lyzl1,S1pr2,LR,Mouse
Lyzl6,S1pr2,LR,Mouse
Nbl1,S1pr2,LR,Mouse
Odam,S1pr2,LR,Mouse
Pate1,S1pr2,LR,Mouse
Pate2,S1pr2,LR,Mouse
Pate3,S1pr2,LR,Mouse
Pate4,S1pr2,LR,Mouse
Pdzd11,S1pr2,LR,Mouse
Prap1,S1pr2,LR,Mouse
Prr27,S1pr2,LR,Mouse
Scgb1c1,S1pr2,LR,Mouse
Scgb1c1,S1pr2,LR,Mouse
Scgb2a2,S1pr2,LR,Mouse
Scrg1,S1pr2,LR,Mouse
Sdcbp,S1pr2,LR,Mouse
Spaca5,S1pr2,LR,Mouse
Spink13,S1pr2,LR,Mouse
Spink14,S1pr2,LR,Mouse
Spink4,S1pr2,LR,Mouse
Spink8,S1pr2,LR,Mouse
Spint3,S1pr2,LR,Mouse
Srgn,S1pr2,LR,Mouse
Svbp,S1pr2,LR,Mouse
Timp4,S1pr2,LR,Mouse
Ucma,S1pr2,LR,Mouse
Vash1,S1pr2,LR,Mouse
Vash2,S1pr2,LR,Mouse
Wfdc10,S1pr2,LR,Mouse
Wfdc13,S1pr2,LR,Mouse
Wfdc9,S1pr2,LR,Mouse
Ybx1,S1pr2,LR,Mouse
Cort,S1pr2,R,Mouse
Nppa,S1pr2,R,Mouse
Pomc,S1pr2,R,Mouse
Penk,S1pr2,R,Mouse
Pdyn,S1pr2,R,Mouse
Calca,S1pr2,R,Mouse
Pth,S1pr2,R,Mouse
Gcg,S1pr2,R,Mouse
Vip,S1pr2,R,Mouse
Gip,S1pr2,R,Mouse
Sct,S1pr2,R,Mouse
Nps,S1pr2,R,Mouse
Calcb,S1pr2,R,Mouse
Nppb,S1pr2,R,Mouse
Tac1,S1pr2,R,Mouse
Pmch,S1pr2,R,Mouse
Gal,S1pr2,R,Mouse
Nppc,S1pr2,R,Mouse
Nmu,S1pr2,R,Mouse
Sst,S1pr2,R,Mouse
Cxcl9,S1pr2,R,Mouse
Pnoc,S1pr2,R,Mouse
Nms,S1pr2,R,Mouse
Tac4,S1pr2,R,Mouse
Npw,S1pr2,R,Mouse
Rln3,S1pr2,R,Mouse
Pth2,S1pr2,R,Mouse
Tac2,S1pr2,R,Mouse
Cga,S1pr2,R,Mouse
Tshb,S1pr2,R,Mouse
